,site,th,species,FN,FP,below_th,total
1252,Eldena,96,Mbec,0,0,0,1
1253,Eldena,96,Mdas,0,0,0,3
1254,Eldena,96,Mdau,23,4,475,2365
1255,Eldena,96,Mema,0,0,0,2
1256,Eldena,96,Mmyo,0,0,45,79
1257,Eldena,96,Mbra,3,0,17,46
1258,Eldena,96,Mnat,133,15,998,6561
1259,Eldena,96,Nnoc,0,0,0,0
1260,Eldena,96,Ppip,0,0,0,2
1261,Eldena,96,Paur,1,0,19,393
1262,Eldena,96,Rhin,0,0,0,0
1263,Eldena,97,Bbar,0,0,0,1
1264,Eldena,97,Eser,0,0,0,0
1265,Eldena,97,Mbec,0,0,0,1
1266,Eldena,97,Mdas,0,0,0,3
1267,Eldena,97,Mdau,21,4,533,2365
1268,Eldena,97,Mema,0,0,0,2
1269,Eldena,97,Mmyo,0,0,47,79
1270,Eldena,97,Mbra,3,0,17,46
1271,Eldena,97,Mnat,133,13,1083,6561
1272,Eldena,97,Nnoc,0,0,0,0
1273,Eldena,97,Ppip,0,0,0,2
1274,Eldena,97,Paur,1,0,20,393
1275,Eldena,97,Rhin,0,0,0,0
1276,Eldena,98,Bbar,0,0,0,1
1277,Eldena,98,Eser,0,0,0,0
1278,Eldena,98,Mbec,0,0,0,1
1279,Eldena,98,Mdas,0,0,0,3
1280,Eldena,98,Mdau,18,4,609,2365
1281,Eldena,98,Mema,0,0,0,2
1282,Eldena,98,Mmyo,0,0,50,79
1283,Eldena,98,Mbra,3,0,17,46
1284,Eldena,98,Mnat,133,10,1203,6561
1285,Eldena,98,Nnoc,0,0,0,0
1286,Eldena,98,Ppip,0,0,0,2
1287,Eldena,98,Paur,1,0,21,393
1288,Eldena,98,Rhin,0,0,0,0
1289,Eldena,99,Bbar,0,0,0,1
1290,Eldena,99,Eser,0,0,0,0
1291,Eldena,99,Mbec,0,0,0,1
1292,Eldena,99,Mdas,0,0,0,3
1293,Eldena,99,Mdau,15,2,728,2365
1294,Eldena,99,Mema,0,0,0,2
1295,Eldena,99,Mmyo,0,0,52,79
1296,Eldena,99,Mbra,1,0,17,46
1297,Eldena,99,Mnat,133,7,1455,6561
1298,Eldena,99,Nnoc,0,0,0,0
1299,Eldena,99,Ppip,0,0,0,2
1300,Eldena,99,Paur,1,0,26,393
1301,Eldena,99,Rhin,0,0,0,0
1302,Eldena,100,Bbar,0,0,0,1
1303,Eldena,100,Eser,0,0,0,0
1304,Eldena,100,Mbec,0,0,0,1
1305,Eldena,100,Mdas,0,0,0,3
1306,Eldena,100,Mdau,0,0,978,2365
1307,Eldena,100,Mema,0,0,0,2
1308,Eldena,100,Mmyo,0,0,57,79
1309,Eldena,100,Mbra,0,0,21,46
1310,Eldena,100,Mnat,0,0,2056,6561
1311,Eldena,100,Nnoc,0,0,0,0
1312,Eldena,100,Ppip,0,0,0,2
1313,Eldena,100,Paur,0,0,37,393
1314,Eldena,100,Rhin,0,0,0,0
