,site,th,species,FN,FP,below_th,total
1186,Batzbach,91,Eser,0,0,0,7
1187,Batzbach,91,Mbec,28,38,609,12161
1188,Batzbach,91,Mdas,0,1,0,56
1189,Batzbach,91,Mdau,4,6,602,2817
1190,Batzbach,91,Mema,0,1,0,13
1191,Batzbach,91,Mmyo,22,4,125,1735
1192,Batzbach,91,Mbra,9,2,313,1403
1193,Batzbach,91,Mnat,21,17,4486,19494
1194,Batzbach,91,Nnoc,0,0,0,2
1195,Batzbach,91,Ppip,0,0,0,2
1196,Batzbach,91,Paur,5,11,7,2228
1197,Batzbach,91,Rhin,0,0,0,7
1198,Batzbach,92,Bbar,0,0,0,7
1199,Batzbach,92,Eser,0,0,0,7
1200,Batzbach,92,Mbec,26,36,675,12161
1201,Batzbach,92,Mdas,0,1,0,56
1202,Batzbach,92,Mdau,4,5,638,2817
1203,Batzbach,92,Mema,0,1,0,13
1204,Batzbach,92,Mmyo,21,3,140,1735
1205,Batzbach,92,Mbra,9,2,335,1403
1206,Batzbach,92,Mnat,18,15,4796,19494
1207,Batzbach,92,Nnoc,0,0,0,2
1208,Batzbach,92,Ppip,0,0,0,2
1209,Batzbach,92,Paur,5,11,8,2228
1210,Batzbach,92,Rhin,0,0,0,7
1211,Batzbach,93,Bbar,0,0,0,7
1212,Batzbach,93,Eser,0,0,0,7
1213,Batzbach,93,Mbec,25,36,738,12161
1214,Batzbach,93,Mdas,0,1,0,56
1215,Batzbach,93,Mdau,4,5,685,2817
1216,Batzbach,93,Mema,0,0,0,13
1217,Batzbach,93,Mmyo,19,3,154,1735
1218,Batzbach,93,Mbra,8,2,363,1403
1219,Batzbach,93,Mnat,18,12,5127,19494
1220,Batzbach,93,Nnoc,0,0,0,2
1221,Batzbach,93,Ppip,0,0,0,2
1222,Batzbach,93,Paur,5,11,9,2228
1223,Batzbach,93,Rhin,0,0,0,7
1224,Batzbach,94,Bbar,0,0,0,7
1225,Batzbach,94,Eser,0,0,0,7
1226,Batzbach,94,Mbec,25,36,805,12161
1227,Batzbach,94,Mdas,0,1,0,56
1228,Batzbach,94,Mdau,4,5,741,2817
1229,Batzbach,94,Mema,0,0,0,13
1230,Batzbach,94,Mmyo,19,3,165,1735
1231,Batzbach,94,Mbra,8,2,393,1403
1232,Batzbach,94,Mnat,18,12,5517,19494
1233,Batzbach,94,Nnoc,0,0,0,2
1234,Batzbach,94,Ppip,0,0,0,2
1235,Batzbach,94,Paur,5,11,9,2228
1236,Batzbach,94,Rhin,0,0,0,7
1237,Batzbach,95,Bbar,0,0,0,7
1238,Batzbach,95,Eser,0,0,0,7
1239,Batzbach,95,Mbec,24,35,893,12161
1240,Batzbach,95,Mdas,0,1,0,56
1241,Batzbach,95,Mdau,3,5,822,2817
1242,Batzbach,95,Mema,0,0,0,13
1243,Batzbach,95,Mmyo,19,3,187,1735
1244,Batzbach,95,Mbra,8,1,434,1403
1245,Batzbach,95,Mnat,18,11,6026,19494
1246,Batzbach,95,Nnoc,0,0,0,2
1247,Batzbach,95,Ppip,0,0,0,2
1248,Batzbach,95,Paur,4,11,10,2228
1249,Batzbach,95,Rhin,0,0,0,7
1250,Batzbach,96,Bbar,0,0,0,7
1251,Batzbach,96,Eser,0,0,0,7
1252,Batzbach,96,Mbec,24,35,990,12161
1253,Batzbach,96,Mdas,0,0,0,56
1254,Batzbach,96,Mdau,3,3,911,2817
1255,Batzbach,96,Mema,0,0,0,13
1256,Batzbach,96,Mmyo,19,3,211,1735
1257,Batzbach,96,Mbra,5,1,482,1403
1258,Batzbach,96,Mnat,18,11,6618,19494
1259,Batzbach,96,Nnoc,0,0,0,2
1260,Batzbach,96,Ppip,0,0,0,2
1261,Batzbach,96,Paur,4,11,10,2228
1262,Batzbach,96,Rhin,0,0,0,7
1263,Batzbach,97,Bbar,0,0,0,7
1264,Batzbach,97,Eser,0,0,0,7
1265,Batzbach,97,Mbec,23,34,1179,12161
1266,Batzbach,97,Mdas,0,0,0,56
1267,Batzbach,97,Mdau,2,2,1015,2817
1268,Batzbach,97,Mema,0,0,0,13
1269,Batzbach,97,Mmyo,18,3,234,1735
1270,Batzbach,97,Mbra,4,1,535,1403
1271,Batzbach,97,Mnat,17,8,7410,19494
1272,Batzbach,97,Nnoc,0,0,0,2
1273,Batzbach,97,Ppip,0,0,0,2
1274,Batzbach,97,Paur,3,10,14,2228
1275,Batzbach,97,Rhin,0,0,0,7
1276,Batzbach,98,Bbar,0,0,0,7
1277,Batzbach,98,Eser,0,0,0,7
1278,Batzbach,98,Mbec,20,30,1428,12161
1279,Batzbach,98,Mdas,0,0,0,56
1280,Batzbach,98,Mdau,2,2,1179,2817
1281,Batzbach,98,Mema,0,0,0,13
1282,Batzbach,98,Mmyo,16,3,281,1735
1283,Batzbach,98,Mbra,3,1,603,1403
1284,Batzbach,98,Mnat,15,6,8556,19494
1285,Batzbach,98,Nnoc,0,0,0,2
1286,Batzbach,98,Ppip,0,0,0,2
1287,Batzbach,98,Paur,3,10,16,2228
1288,Batzbach,98,Rhin,0,0,0,7
1289,Batzbach,99,Bbar,0,0,0,7
1290,Batzbach,99,Eser,0,0,0,7
1291,Batzbach,99,Mbec,18,23,1962,12161
1292,Batzbach,99,Mdas,0,0,0,56
1293,Batzbach,99,Mdau,2,2,1454,2817
1294,Batzbach,99,Mema,0,0,0,13
1295,Batzbach,99,Mmyo,12,2,357,1735
1296,Batzbach,99,Mbra,3,1,742,1403
1297,Batzbach,99,Mnat,12,5,10755,19494
1298,Batzbach,99,Nnoc,0,0,0,2
1299,Batzbach,99,Ppip,0,0,0,2
1300,Batzbach,99,Paur,3,10,25,2228
1301,Batzbach,99,Rhin,0,0,0,7
1302,Batzbach,100,Bbar,0,0,0,7
1303,Batzbach,100,Eser,0,0,0,7
1304,Batzbach,100,Mbec,0,0,7981,12161
1305,Batzbach,100,Mdas,0,0,0,56
1306,Batzbach,100,Mdau,0,0,2548,2817
1307,Batzbach,100,Mema,0,0,0,13
1308,Batzbach,100,Mmyo,0,0,915,1735
1309,Batzbach,100,Mbra,0,0,1245,1403
1310,Batzbach,100,Mnat,0,0,18696,19494
1311,Batzbach,100,Nnoc,0,0,0,2
1312,Batzbach,100,Ppip,0,0,0,2
1313,Batzbach,100,Paur,0,0,1849,2228
1314,Batzbach,100,Rhin,0,0,0,7
